title,siglum,description,rism,date,century,provenance,provenance_detail,segment,summary,indexing_notes,liturgical_occasions,indexing_date,drupal_path,cursus,image_link,n_cantus_chants,n_cantus_melodies
"Prague, University library XI C 3 ","CZ-Pu XI C 3",,,,"11th century (1025-1050)",Prague,,,,,,,"http://cantus.uwaterloo.ca/source/588729",,,,
"F-AI : Ms 0042","F-AI Ms 0042",,,,"10th century","Albi Cathédrale Sainte Cécile",,,,,,,"http://musmed.eu/source/8385",,,,
"D-Mbs : Clm 06250","D-Mbs Clm 06250",,,,"9th century","Environs de Freising",,,,,,,"http://musmed.eu/source/12176",,,,
"PL-Kl RL 1 Graduał wiślicki","RL 1",,,,"14th century",Wiślica,,,,,,,"http://cantus.ispan.pl/source/13732",,,,
"CH-E : Cod 0205","CH-E Cod 0205",,,,"10th century","Suisse ?",,,,,,,"http://musmed.eu/source/9756",,,,
"SK-Bra (Bratislava) EC Lad.2/46","SK-Bra ECLad.2/46",,,,"15th century",Slovakia,,,,,,,"http://cantus.sk/source/10963",,,,
"SK-BSa (Banská Štiavnica) Protocollum No.inv.58/?/ 156/?/","SK-BSa 582 /?/",,,,"14th century",Slovakia,,,,,,,"http://cantus.sk/source/81",,,,
"SK-Bra (Bratislava) Štátny archív v Bratislave - EC Lad. 6, Varia Antiphonarium","SK-Bra ECLad.6 A",,,,"15th century",Bratislava,,,,,,,"http://cantus.sk/source/17590",,,,
"SK-BRsa Antiphonarium Scepusiense Protoc. XX Anni 1551-1559, 1618-1632","SK-BRsa Spis 1551",,,,"15th century","Slovakia - Spišská Kapitula",,,,,,,"http://cantus.sk/source/13834",,,,
"SK-Lap (Levoča) Antiphonarium MMLE XXII/258","SK-Lap (Levoča) MMLE XXII/258",,,,"14th century",Hungary,,,,,,,"http://cantus.sk/source/29837",,,,
"SK-MO (Modra) Magistrát mesta Modry 5146 Register der Abgaben für das Winzerrecht 1625","SK-MO 5146",,,,"15th century",Slovakia,,,,,,,"http://cantus.sk/source/179",,,,
"SK-BSa (Banská Štiavnica) Copirbuch No.inv. 620, 1611-1612 ","SK-BSa 620",,,,"14th century",Slovakia,,,,,,,"http://cantus.sk/source/94",,,,
"F-LA : Ms 0239","F-LA Ms 0239",,,,"9th century",Laon,,,,,,,"http://musmed.eu/source/11599",,,,
"F-Pn : Lat. 9436","F-Pn Lat. 9436",,,,"11th century","Abbaye royale de Saint-Denis",,,,,,,"http://musmed.eu/source/15586",,,,
"F-Togs : Ms 001","F-Togs Ms 001",,,,"11th century","France, Tours, Saint-Martin de Tours",,,,,,,"http://musmed.eu/source/103078",,,,
"F-Pn : Lat. 2291","F-Pn Lat. 2291",,,,"9th century","Transporté à St-Germain-des-Prés à la fin du IXe",,,,,,,"http://musmed.eu/source/13113",,,,
"F-Pn : Lat. 9449","F-Pn Lat. 9449",,,,"11th century",Nevers,,,,,,,"http://musmed.eu/source/13297",,,,
"SK-BRsa Acta anni Sedlák Nr. 11","SK-BRsa Leles 11",,,,"14th century","Slovakia / Hungary",,,,,,,"http://cantus.sk/source/13705",,,,
"Den Haag, Koninklijke Bibliotheek - Nationale Bibliotheek van Nederland, 76 E 18","NL-DHk 76 E 18",,,,"15th century",Paris,,,,,,,"http://cantus.uwaterloo.ca/source/666893",Secular,,,
"SK-KO (Košice) Antiphonarium H III/2 mac 45","SK-KO (Košice) H III/2 mac 45",,,,"15th century","cursus monasticus (Dominicans?)",,,,,,,"http://cantus.sk/source/31091",,,,
"SK-BSa (Banská Štiavnica) Protocollum No.inv.331 1676","SK-BSa 331",,,,"15th century",Slovakia,,,,,,,"http://cantus.sk/source/73",,,,
"SK-BRl (Bratislava) Rkp. 387 Missale Notatum","SK-BRl Rkp. 387",,,,"13th century",Scandinavia ,,,,,,,"http://cantus.sk/source/26226",,,,
"D-Sl : HB VII 043","D-Sl HB VII 043",,,,"10th century","zone du Lac de Constance",,,,,,,"http://musmed.eu/source/14471",,,,
"D-Mbs : Clm 14965b","D-Mbs Clm 14965b",,,,"11th century","St. Michel de Bamberg > St-Emmeram de Regensburg",,,,,,,"http://musmed.eu/source/12295",,,,
"SK-BRsa Antiphonarium Scepusiense Protoc.1556 /?/","SK-BRsa Spis 1556",,,,"15th century","Slovakia - Spišská Kapitula",,,,,,,"http://cantus.sk/source/13838",,,,
"F-O : Ms 014","F-O Ms 014",,,,"10th century","Abbayes de Fleury",,,,,,,"http://musmed.eu/source/12635",,,,
"CH-SGs : Cod 0340","CH-SGs Cod 0340",,,,"11th century","St Gallen",,,,,,,"http://musmed.eu/source/14274",,,,
"F-AVR : Ms 0032","F-AVR Ms 0032",,,,"10th century","Avranches, France",,,,,,,"http://musmed.eu/source/8628",,,,
"D-KNd : Ms 0030","D-KNd Ms 0030",,,,"11th century","Abbaye d'Amorbach ",,,,,,,"http://musmed.eu/source/11434",,,,
"SK-BRsa Kre Cx III","SK-BRsa Cx III",,,,"14th century","Central Europe",,,,,,,"http://cantus.sk/source/13684",,,,
"V-CVbav : Pal.lat.0482","V-CVbav Pal.lat.0482",,,,"11th century",Allemagne,,,,,,,"http://musmed.eu/source/14832",,,,
"SK-Brl (Bratislava) Lyc C I-VII 58","SK-BRl Lyc CI-VII58",,,,"14th century",Slovakia,,,,,,,"http://cantus.sk/source/4926",,,,
"F-O : Ms 084","F-O Ms 084",,,,"10th century","Abbaye de Fleury",,,,,,,"http://musmed.eu/source/12651",,,,
"SK-BRnm (Bratislava) MUS I 12","SK-BRnm MUS I 12",,,,"15th century",Slovakia,,,,,,,"http://cantus.sk/source/212",,,,
"SK-BRnm (Bratislava) MUS I 6","SK-BRnm MUS I 6",,,,"15th century",Slovakia,,,,,,,"http://cantus.sk/source/207",,,,
"SK-BRsa Antiphonarium Scepusiense sine Sign. Anni 1560","SK-BRsa Spis 1560",,,,"15th century","Slovakia - Spišská Kapitula",,,,,,,"http://cantus.sk/source/13706",,,,
"SK-Bra (Bratislava) EC Lad.1/8","SK-Bra ECLad.1/8",,,,"14th century",Germany,,,,,,,"http://cantus.sk/source/10950",,,,
"SK-MO (Modra) Magistrát mesta Modry 5188 Register der Abgaben für das Winzerrecht 1668","SK-MO 5188",,,,"15th century","Transylvania-Várad, Zalka antiphonary",,,,,,,"http://cantus.sk/source/186",,,,
"SK-KOs (Košice) Antiphonarium U 383 PA","SK-KOs U 383 PA",,,,"16th century",Germany,,,,,,,"http://cantus.sk/source/10449",,,,
"SK-Bra (Bratislava) EC Lad.2/41","SK-Bra ECLad.2/41",,,,"15th century","Central Europe",,,,,,,"http://cantus.sk/source/10958",,,,
"SK-BSa (Banská Štiavnica) Liber Continens 1583, No.inv.1271, 159 MMBŠ 16K155 1583, škatuľa 33","SK-BSa 1271",,,,"16th century",Slovakia,,,,,,,"http://cantus.sk/source/132",,,,
"F-Pn : Lat. 10754","F-Pn Lat. 10754",,,,"10th century","Jésuites du Collège de Clermont à Paris",,,,,,,"http://musmed.eu/source/13338",,,,
"SK-BRsa Antiphonarium Bibliotheca Capituli Posoniensis S. Pat. 61","SK-BRsa S.Pat.61",,,,"15th century",Bratislava,,,,,,,"http://cantus.sk/source/13902",,,,
"I-Pc B16*","I-Pc B16*",,,,"13th century (2nd half)",Padova,,,,,,,"http://cantus.uwaterloo.ca/source/690764",,,,
"Rome, Santa Sabina, Archivum Generale Ordinis Praedicatorum, XIV L1","I-Rss XIV L1 (Graduale)",,,,"13th century",Dominican,,,,,,,"http://cantus.uwaterloo.ca/source/674599",Secular,,,
"Milwaukee, Raynor Archive at Marquette University, BX1999.85.82 1562 Volume 1","US-Mu BX1999.85.82 1562 Volume 1",,,,"16th century",Spain,,,,,,,"http://cantus.uwaterloo.ca/source/712288",Monastic,,,
"P-VV (Vila Viçosa) Biblioteca do Palácio Real A.M. A-003","P-VV A.M. A-003",,,,"17th century","Vila Viçosa, Capela Ducal",,,,,,,"http://pemdatabase.eu/source/96558",unknown,,,
"Missae et Cantica P-Cmn (Coimbra) Museu Nacional de Machado de...","P-Cmn 1131",,,,"16th century",Coimbra,,,,,,,"http://pemdatabase.eu/source/52377",,,,
"PL-CZa ss Graduale Romanum",ss,,,,"17th century",Kraków,,,,,,,"http://cantus.ispan.pl/source/13553",,,,
"F-NS : Ms 0004","F-NS Ms 0004",,,,"12th century",Valence,,,,,,,"http://musmed.eu/source/12600",,,,
"GB-Lbl : Additional 18032","GB-Lbl Additional 18032",,,,"13th century","Abbaye bénédictine de Stavelot",,,,,,,"http://musmed.eu/source/22359",,,,
"SK-BSa (Banská Štiavnica) Gemeiner Stadt Schemnitz Wochentlich Lon Register 1550 (sine Sign.)","SK-BSa 1550",,,,"15th century",Slovakia,,,,,,,"http://cantus.sk/source/126",,,,
"SK-TN (Trenčín) MMTN – Kn/I-15","SK-TN MMTN – Kn/I-15",,,,"15th century","Moravia/ Slovakia: Nové Mesto nad Váhom (?)",,,,,,,"http://cantus.sk/source/28780",,,,
"GB-Lbl : Additional 18031","GB-Lbl Additional 18031",,,,"13th century","Abbaye bénédictine de Stavelot",,,,,,,"http://musmed.eu/source/22358",,,,
"D-Kl : Theol. quart 0015","D-Kl Theol. quart 0015",,,,"11th century","Kaufungen (puis entré en 1527 à la bibliothèque de Kassel)",,,,,,,"http://musmed.eu/source/11376",,,,
"D-BAa : Msc Lit 006","D-BAa Msc Lit 006",,,,"11th century","Regensburg St. Emmeram ",,,,,,,"http://musmed.eu/source/8677",,,,
"F-LA : Ms 0236","F-LA Ms 0236",,,,"11th century",Reims,,,,,,,"http://musmed.eu/source/11597",,,,
"CH-SGs : Cod 0382","CH-SGs Cod 0382",,,,"11th century","St Gallen",,,,,,,"http://musmed.eu/source/14292",,,,
"CH-SGs : Cod 0376","CH-SGs Cod 0376",,,,"11th century","St Gallen",,,,,,,"http://musmed.eu/source/14288",,,,
"SK-MO (Modra) Magistrát mesta Modry 563 Gerichtsprotokolle (Diarum iudiciale civitatis Modor) 1652-1654","SK-MO 563",,,,"15th century",Slovakia,,,,,,,"http://cantus.sk/source/134",,,,
"SK-Brl (Bratislava) R 15301","SK-BRl R15301",,,,"15th century",Bohemia,,,,,,,"http://cantus.sk/source/4993",,,,
"SK-MO (Modra) Magistrát mesta Modry 5168 Register der Abgaben für das Winzerrecht 1648","SK-MO 5168",,,,"15th century",Slovakia,,,,,,,"http://cantus.sk/source/183",,,,
"SK-Bra (Bratislava) EC Lad.2/45","SK-Bra ECLad.2/45",,,,"14th century",Slovakia,,,,,,,"http://cantus.sk/source/10962",,,,
"F-TLad : Ms 121 (I. 5)","F-TLad Ms 121 (I. 5)",,,,"11th century","Environs de Toulouse",,,,,,,"http://musmed.eu/source/14507",,,,
"E-E : I.II.10","E-E I.II.10",,,,"11th century","Sud-Ouest de la France",,,,,,,"http://musmed.eu/source/164148",,,,
"F-ME : Ms 1168","F-ME Ms 1168",,,,"12th century","Abbaye Saint-Sauveur d’Anchin",,,,,,,"http://musmed.eu/source/21770",,,,
"SK-BSa (Banská Štiavnica)  Insleth Berechnung 1574 (sine Sign.)","SK-BSa 1574",,,,"14th century",Slovakia,,,,,,,"http://cantus.sk/source/123",,,,
"Kansas City, Miller Nichols Library, LaBudde Special Collection, MS 0285 Object 2","US-KClbc MS 0285 Object 2",,,,"17th century",Spain,,,,,,,"http://cantus.uwaterloo.ca/source/711113",,,,
"SK-Brl (Bratislava) ŠA I 106","SK-BRl ŠAI106",,,,"15th century",Germany,,,,,,,"http://cantus.sk/source/5005",,,,
"SK-Bra (Bratislava) EC Lad.2/44","SK-Bra ECLad.2/44",,,,"15th century","Central Europe",,,,,,,"http://cantus.sk/source/10961",,,,
"SK-Brl (Bratislava) V. teol. 1426","SK-BRl V.teol. 1426",,,,"15th century",Germany,,,,,,,"http://cantus.sk/source/4728",,,,
"SK-Brl (Bratislava) Frag. 9","SK-BRl Frag. 9",,,,"15th century",Slovakia,,,,,,,"http://cantus.sk/source/4458",,,,
"V-CVbav : Reg.lat.1462","V-CVbav Reg.lat.1462",,,,"11th century","France, Abbaye de Fleury",,,,,,,"http://musmed.eu/source/14891",,,,
"F-Pn : Lat. 6288","F-Pn Lat. 6288",,,,"10th century",Moissac,,,,,,,"http://musmed.eu/source/13193",,,,
"SK-BRsa Antiphonarium Bibliotheca Capituli Posoniensis Human. 85","SK-BRsa Human.85",,,,"15th century","Central Europe",,,,,,,"http://cantus.sk/source/13888",,,,
"D-DÜl : Ms D 001","D-DÜl Ms D 001",,,,"9th century",Essen,,,,,,,"http://musmed.eu/source/9714",,,,
"SK-BRsa Antiphonarium Bibliotheca Capituli Posoniensis Scr. 78","SK-BRsa Scr.78",,,,"15th century","Slovakia / Hungary",,,,,,,"http://cantus.sk/source/13901",,,,
"CH-E : Cod 0036","CH-E Cod 0036",,,,"12th century",Einsiedeln,,,,,,,"http://musmed.eu/source/9750",,,,
"SK-BEt (Betliar) Slovenské národné múzeum - Múzeum Betliar 18 ANTIPHONARIUM Sign. 2019/00134, HK 14231","SK-BEt  2019/00134, HK 14231",,,,"15th century","Germany/ Poland",,,,,,,"http://cantus.sk/source/29084",,,,
"SK-BSa (Banská Štiavnica) Copirbuch No.inv. 627, 1621-1623  ","SK-BSa 627",,,,"15th century",parchment,,,,,,,"http://cantus.sk/source/98",,,,
"D-KNd : Ms 0015","D-KNd Ms 0015",,,,"9th century",Meuse,,,,,,,"http://musmed.eu/source/11433",,,,
"SK-MO (Modra) Magistrát mesta Modry 568 Gerichtsprotokolle (Diarum iudiciale civitatis Modor) 1662-1663","SK-MO 568",,,,"15th century",Slovakia,,,,,,,"http://cantus.sk/source/136",,,,
"F-CACw : P. 12","F-CACw P. 12",,,,"14th century","Rives-en-Seine (Olim : Saint-Wandrille-Rançon), France",,,,,,,"http://musmed.eu/source/46837",,,,
"SK-BRsa Antiphonarium Bibliotheca Capituli Posoniensis Asc. 42","SK-BRsa Asc.42",,,,"15th century","Central Europe",,,,,,,"http://cantus.sk/source/13841",,,,
"SK-Brl (Bratislava) V. teol. 4297","SK-BRl V.teol. 4297",,,,"15th century",Poland,,,,,,,"http://cantus.sk/source/4739",,,,
"SK-BJ (Bardejov) Breviarium MMBJ 1658","SK-BJ (Bardejov) MMBJ 1658",,,,"13th century",Hungary,,,,,,,"http://cantus.sk/source/29809",,,,
"SK-BRsa Antiphonarium Scepusiense Protoc. XXI Anni 1618-1623","SK-BRsa Spis 1618",,,,"15th century","Slovakia - Spišská Kapitula",,,,,,,"http://cantus.sk/source/13833",,,,
"SK-Brl (Bratislava) Lyc F I 334","SK-Brl Lyc F I 334",,,,"15th century","Hungary/ Slovakia",,,,,,,"http://cantus.sk/source/28447",,,,
"SK-Brl (Bratislava) BB 372","SK-BRl BB372",,,,"14th century","Central Europe (Poland - Cistercians)",,,,,,,"http://cantus.sk/source/5002",,,,
"P-VV (Vila Viçosa) Biblioteca do Palácio Real A.M. D-011","P-VV A.M. D-011",,,,"19th century","Vila Viçosa, Convento de Nossa Senhora da Esperança",,,,,,,"http://pemdatabase.eu/source/83174",unknown,,,
"F-AUT : Ms S 0076 (062 A)","F-AUT Ms S 0076 (062 A)",,,,"13th century",Autun,,,,,,,"http://musmed.eu/source/25627",,,,
"SK-MO (Modra) Magistrát mesta Modry 578 Gerichtsprotokolle (Diarum iudiciale civitatis Modor) 1684-1691","SK-MO 578",,,,"14th century",Slovakia,,,,,,,"http://cantus.sk/source/140",,,,
"SK-BSa (Banská Štiavnica) Copirbuch No.inv. 629, 1625-1626    ","SK-BSa 629",,,,"15th century",Slovakia,,,,,,,"http://cantus.sk/source/100",,,,
"SK-BRsa Antiphonarium Capitulum Posoniensis, Locus credibilis sine Sign. 1651-1658","SK-BRsa LC 1651",,,,"15th century","Slovakia / Hungary",,,,,,,"http://cantus.sk/source/13903",,,,
"SK-BSa (Banská Štiavnica) Sine titulo (sine Sign.)","SK-BSa sine Sign.2",,,,"14th century",Slovakia,,,,,,,"http://cantus.sk/source/120",,,,
"V-CVbav : Archivio di San Pietro D.167","V-CVbav Archivio di San Pietro D.167",,,,"11th century","Alsace, Wissembourg",,,,,,,"http://musmed.eu/source/14729",,,,
"SK-Bra (Bratislava) EC Lad.2/42","SK-Bra ECLad.2/42",,,,"15th century",Slovakia,,,,,,,"http://cantus.sk/source/10959",,,,
"SK-BRsa Psalterium Capitulum Posoniensis, Locus credibilis Protoc.Antiqua C","SK-BRsa LC C 1567",,,,"15th century",Bratislava,,,,,,,"http://cantus.sk/source/13907",,,,
"SK-KO (Košice) Antiphonarium H III/2 mac 22","SK-KO (Košice) H III/2 mac 22",,,,"14th century","cursus monasticus (Dominicans?)",,,,,,,"http://cantus.sk/source/31054",,,,
"CH-E : Cod 0366","CH-E Cod 0366",,,,"11th century",Einsiedeln,,,,,,,"http://musmed.eu/source/9760",,,,
"SK-BSa (Banská Štiavnica) Copirbuch No.inv. 624, 1617-1619 ","SK-BSa 624",,,,"15th century",Slovakia,,,,,,,"http://cantus.sk/source/97",,,,
"SK-Brl (Bratislava) V. teol. 3691","SK-BRl V.teol. 3691",,,,"14th century",Bohemia,,,,,,,"http://cantus.sk/source/4735",,,,
"DK-Kk : GKS 1335 4°","DK-Kk GKS 1335 4°",,,,"9th century","Est de la France",,,,,,,"http://musmed.eu/source/11404",,,,
"SK-PREa (Prešov) Antiphonarium 2","SK-PREa (Prešov) Zb. ilum. 2 ",,,,"16th century",Hungary,,,,,,,"http://cantus.sk/source/29822",,,,
"SK-TN (Trenčín) MMTN – Kn/I-32","SK-TN MMTN – Kn/I-32",,,,"15th century","Slovakia/Central Europe (?)",,,,,,,"http://cantus.sk/source/28829",,,,
"F-O : Ms 159","F-O Ms 159",,,,"10th century","Abbaye de Fleury",,,,,,,"http://musmed.eu/source/12676",,,,
"D-KNd : Ms 0081","D-KNd Ms 0081",,,,"11th century","Bas-Rhin/Allemagne ?",,,,,,,"http://musmed.eu/source/11443",,,,
"F-T : Ms 1294","F-T Ms 1294",,,,"12th century",Clairvaux,,,,,,,"http://musmed.eu/source/14635",,,,
"F-Pn : Lat. 2197","F-Pn Lat. 2197",,,,"10th century",France,,,,,,,"http://musmed.eu/source/13110",,,,
"SK-BRnm (Bratislava) MUS I 352","SK-BRnm MUS I 352",,,,"13th century",Germany,,,,,,,"http://cantus.sk/source/218",,,,
"SK-BSa (Banská Štiavnica) Copirbuch No.inv. 633, 1629       ","SK-BSa 633",,,,"15th century",Slovakia,,,,,,,"http://cantus.sk/source/104",,,,
"SK-BRu (Bratislava) Ms 1319","SK-BRu Ms1319",,,,"14th century",Germany,,,,,,,"http://cantus.sk/source/5611",,,,
"F-Pn : Lat. 1759","F-Pn Lat. 1759",,,,"9th century","Abbaye royale de Saint-Denis",,,,,,,"http://musmed.eu/source/13096",,,,
"SK-BJ (Bardejov) Breviarium MMBJ 1808","SK-BJ (Bardejov) MMBJ 1808",,,,"15th century",Hungary,,,,,,,"http://cantus.sk/source/29812",,,,
"F-Pn : Lat. 5288","F-Pn Lat. 5288",,,,"12th century","France, Fleury ?",,,,,,,"http://musmed.eu/source/29519",,,,
"SK-BSa (Banská Štiavnica) Copirbuch No.inv.614, 63 MMBŠ 16K59 1597-1598, škatuľa 19","SK-BSa 614",,,,"15th century",Slovakia,,,,,,,"http://cantus.sk/source/91",,,,
"D-BAa : Msc Patr 101","D-BAa Msc Patr 101",,,,"10th century",Italie,,,,,,,"http://musmed.eu/source/8702",,,,
"SK-BJ (Bardejov) Antiphonarium MMBJ 2164","SK-BJ (Bardejov) MMBJ 2164",,,,"16th century",Hungary,,,,,,,"http://cantus.sk/source/29808",,,,
"SK-Bra (Bratislava) EC Lad.1/11","SK-Bra ECLad.1/11",,,,"14th century","Central Europe",,,,,,,"http://cantus.sk/source/10952",,,,
"F-AUC : Ms 0048","F-AUC Ms 0048",,,,"13th century","Sud de la France",,,,,,,"http://musmed.eu/source/8518",,,,
"SK-BRp (Bratislava) M-967","SK-BRp M967",,,,"15th century","Central Europe",,,,,,,"http://cantus.sk/source/5010",,,,
"SK-MO (Modra) Magistrát mesta Modry 4173 Rechnung der Stadtbaumeister 1644","SK-MO 4173",,,,"15th century",Slovakia,,,,,,,"http://cantus.sk/source/167",,,,
"D-WÜu : M.p.th.f.077","D-WÜu M.p.th.f.077",,,,"10th century",Würzburg,,,,,,,"http://musmed.eu/source/15362",,,,
"V-CVbav : Pal.lat.0240","V-CVbav Pal.lat.0240",,,,"11th century",Allemagne,,,,,,,"http://musmed.eu/source/14823",,,,
"SK-BEt (Betliar) Slovenské národné múzeum - Múzeum Betliar 9 ANTIPHONARIUM Sign. K0000/09925","SK-BEt Sign. K0000/09925",,,,"15th century","Bohemia (Moravia)",,,,,,,"http://cantus.sk/source/29075",,,,
"F-AUT : Ms S 0010 (8*)","F-AUT Ms S 0010 (8*)",,,,"12th century",Autun,,,,,,,"http://musmed.eu/source/8573",,,,
"F-O : Ms 073","F-O Ms 073",,,,"10th century","Abbaye de Fleury",,,,,,,"http://musmed.eu/source/12650",,,,
"D-KNd : Ms 0137","D-KNd Ms 0137",,,,"9th century",Köln,,,,,,,"http://musmed.eu/source/11446",,,,
"SK-BRsa Antiphonarium Bibliotheca Capituli Posoniensis Inc. 62","SK-BRsa Inc.62",,,,"15th century","Austria/ Hungary",,,,,,,"http://cantus.sk/source/13842",,,,
"SK-BRu (Bratislava) Ms 1335","SK-BRu Ms1335",,,,"15th century","Central Europe",,,,,,,"http://cantus.sk/source/5689",,,,
"SK-BRnm (Bratislava) MUS I 351","SK-BRnm MUS I 351",,,,"12th century",Germany,,,,,,,"http://cantus.sk/source/217",,,,
"SK-MO (Modra) Magistrát mesta Modry 6371 Register der Gebühren von Fremden für das Schneiden von Wein 1610","SK-MO 6371",,,,"15th century",Slovakia,,,,,,,"http://cantus.sk/source/197",,,,
"SK-Brl (Bratislava) BB 325","SK-BRl BB325",,,,"15th century","Central Europe (Slovakia)",,,,,,,"http://cantus.sk/source/5001",,,,
"SK-Brl (Bratislava) Frag. 5","SK-BRl Frag. 5",,,,"14th century",Slovakia,,,,,,,"http://cantus.sk/source/4454",,,,
"F-VN : Ms 0759","F-VN Ms 0759",,,,"13th century","St Vanne",,,,,,,"http://musmed.eu/source/15006",,,,
"SK-BSa (Banská Štiavnica) Copirbuch No.inv. 635, 1632-1639       ","SK-BSa 635",,,,"15th century",Slovakia,,,,,,,"http://cantus.sk/source/105",,,,
"D-TRp : Hs 0075","D-TRp Hs 0075",,,,"11th century","Abbaye Saint-Matthias de Trèves",,,,,,,"http://musmed.eu/source/14555",,,,
"GB-Lbl : Cotton Vitellius A XIX","GB-Lbl Cotton Vitellius A XIX",,,,"10th century",Angleterre,,,,,,,"http://musmed.eu/source/11733",,,,
"SK-KO (Košice) Antiphonarium H III/2 mac 18","SK-KO (Košice) H III/2 mac 18",,,,"15th century","Slovakia (medieval Hungary) Premonstratensians",,,,,,,"http://cantus.sk/source/30732",,,,
"SK-Bra (Bratislava) EC Lad.2/33","SK-Bra ECLad.2/33",,,,"14th century","Central Europe ",,,,,,,"http://cantus.sk/source/10957",,,,
"F-O : Ms 174","F-O Ms 174",,,,"10th century","Abbaye de Fleury",,,,,,,"http://musmed.eu/source/12680",,,,
"F-AUT : Ms S 0084 (067)","F-AUT Ms S 0084 (067)",,,,"15th century","Autun (XVème)",,,,,,,"http://musmed.eu/source/25648",,,,
"F-AN : Ms 0811","F-AN Ms 0811",,,,"10th century","Saint-Nicolas d'Angers",,,,,,,"http://musmed.eu/source/8472",,,,
"V-CVbav : Reg.lat.0338","V-CVbav Reg.lat.0338",,,,"10th century","Nord de la France ou Angleterre ",,,,,,,"http://musmed.eu/source/96114",,,,
"SK-Brl (Bratislava) V. teol. 2671","SK-BRl V.teol. 2671",,,,"15th century",Slovakia,,,,,,,"http://cantus.sk/source/4732",,,,
"SK-BRsa Kre Cx XVII","SK-BRsa Cx XVII",,,,"15th century","Central Europe",,,,,,,"http://cantus.sk/source/13687",,,,
"SK-BEt (Betliar) Slovenské národné múzeum - Múzeum Betliar 14 BREVIARIUM Sign. K0000/11931, HK 11931/I","SK-BEt K0000/11931",,,,"14th century",OCist,,,,,,,"http://cantus.sk/source/29080",,,,
"CH-SGs : Cod 0381","CH-SGs Cod 0381",,,,"10th century","St Gallen",,,,,,,"http://musmed.eu/source/14291",,,,
"SK-Bra (Bratislava) EC Lad.2/43","SK-Bra ECLad.2/43",,,,"15th century",Slovakia,,,,,,,"http://cantus.sk/source/10960",,,,
"Bamberg, Staatsbibliothek, Msc.Lit.27","D-BAs Msc.Lit.27",,,,"15th century",Bamberg,,,,,,,"http://cantus.uwaterloo.ca/source/588716",,,,
"GB-DRc : B.III.11","GB-DRc B.III.11",,,,"11th century","Liège ?",,,,,,,"http://musmed.eu/source/15572",Romanum,,,
"SK-BRsa Inv.Nr. 107","SK-BRsa Palffy 107",,,,"15th century","Slovakia / Hungary",,,,,,,"http://cantus.sk/source/13691",,,,
"F-AI : Ms 0120","F-AI Ms 0120",,,,"11th century","Albi Cathédrale Sainte Cécile",,,,,,,"http://musmed.eu/source/8391",,,,
"F-CHRm : Ms 0031 (85)","F-CHRm Ms 0031 (85)",,,,"11th century","St Père",,,,,,,"http://musmed.eu/source/9340",,,,
"F-AI : Ms 0048","F-AI Ms 0048",,,,"11th century","Albi Cathédrale Sainte Cécile",,,,,,,"http://musmed.eu/source/8388",,,,
"SK-MO (Modra) Magistrát mesta Modry 5190 Register der Abgaben für das Winzerrecht 1670","SK-MO 5190",,,,"15th century",Slovakia,,,,,,,"http://cantus.sk/source/188",,,,
"F-BSM : Ms 0051","F-BSM Ms 0051",,,,"11th century","Abbaye Saint Bertin (XI/XII)",,,,,,,"http://musmed.eu/source/24165",,,,
"F-RS : Ms 0007","F-RS Ms 0007",,,,"10th century","St Thierry",,,,,,,"http://musmed.eu/source/14024",,,,
